show_id,type,Tipo,name,Director,Elenco,country,Pais,year,clasificacion,duracion,listed_in,genero,description,Sinopsis,Plataforma
s1400,Movie,Película,Valiant,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese","United Kingdom, United States","Reino Unido, Estados Unidos",2005,G,76 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia","When the world needs a hero, a little pigeon steps up.","Cuando el mundo necesita un héroe, una paloma aparece.",Disney plus
s1401,Movie,Película,Waking Sleeping Beauty,Don Hahn,"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers",United States,Estados Unidos,2010,PG,87 min,Documentary,Documental,A revealing look at the events that ushered in the second chapter of Disney's animation legacy.,Una mirada reveladora a los acontecimientos que marcaron el comienzo del segundo capítulo del legado de animación de Disney.,Disney plus
s1402,Movie,Película,WALL-E,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger",United States,Estados Unidos,2008,G,99 min,"Action-Adventure, Animation, Family","Acción-aventura, Animación, Familia",Join robots WALL-E and EVE on a fantastic journey across the universe.,Únete a los robots WALL-E y EVE en un fantástico viaje por el universo.,Disney plus
s1403,Movie,Película,Wendy Wu: Homecoming Warrior,John Laing,"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price",United States,Estados Unidos,2006,TV-PG,91 min,"Action-Adventure, Coming of Age, Fantasy","Acción y aventura, Mayoría de edad, Fantasía",Wendy's world is flipped upside down when a mysterious young monk arrives.,El mundo de Wendy da un vuelco cuando llega un misterioso joven monje.,Disney plus
s1404,Movie,Película,Whispers: An Elephant's Tale,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",United States,Estados Unidos,2000,G,73 min,"Action-Adventure, Animals & Nature, Family","Acción-Aventura, Animales y Naturaleza, Familia",An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.,Un adorable bebé elefante se embarca valientemente en un viaje a través de la dura naturaleza para encontrar a su madre.,Disney plus
s1405,Movie,Película,White Fang,Randal Kleiser,"Klaus Brandauer, Ethan Hawke, Seymour Cassel, James Remar, Susan Hogan, Suzanne Kent",United States,Estados Unidos,1991,PG,109 min,"Action-Adventure, Animals & Nature, Drama","Acción-Aventura, Animales y Naturaleza, Drama",A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.,La historia del viaje de un joven a través del traicionero valle del Yukón con el perro lobo que rescata.,Disney plus
s1406,Movie,Película,Who Framed Roger Rabbit,Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier",United States,Estados Unidos,1988,PG,104 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.,Un jugoso misterio lleno de diversión loca empareja a un detective que odia a los Toon con un conejo de dibujos animados.,Disney plus
s1407,TV Show,Programa de televisión,Wild Yellowstone,,Bart Thomasson,Germany,Alemania,2015,TV-PG,1 Season,"Animals & Nature, Docuseries, Travel","Animales y Naturaleza, Docuseries, Viajes",Wild Yellowstone captures the beauty and essence of the land and animals.,Wild Yellowstone captura la belleza y la esencia de la tierra y los animales.,Disney plus
s1408,Movie,Película,Winged Seduction: Birds of Paradise,Molly Hermann,Josh Goodman,United States,Estados Unidos,2012,TV-PG,45 min,"Action-Adventure, Animals & Nature, Documentary","Acción-Aventura, Animales y Naturaleza, Documental","Shape shifting, dancing, dazzling transformers – birds of paradise are astonishing.","Cambios de forma, bailes, transformadores deslumbrantes: las aves del paraíso son asombrosas.",Disney plus
s1409,Movie,Película,Winnie the Pooh,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",United States,Estados Unidos,2011,G,68 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Reunite with the beloved bear and his silly but steadfast friends.,Reúnete con el querido oso y sus tontos pero firmes amigos.,Disney plus
s1410,Movie,Película,Winnie the Pooh: A Very Merry Pooh Year,"Ed Wexler, Gary Katona, Jamie Mitchell","Jim Cummings, Peter Cullen, John Fiedler, Michael Gough, William Green, Nikita Hopkins",United States,Estados Unidos,2002,G,67 min,"Animation, Kids","Animación, Infantil",Rabbit threatens to move away if the others won't change.,Rabbit amenaza con alejarse si los demás no cambian.,Disney plus
s1411,Movie,Película,Winnie the Pooh: Springtime with Roo,"Elliot Bour, Saul Blinkoff","Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler",United States,Estados Unidos,2004,G,70 min,"Animation, Kids, Musical","Animación, Infantil, Musical",Rabbit forces the others to hold off on fun until spring cleaning is done.,Conejo obliga a los demás a posponer la diversión hasta que termine la limpieza de primavera.,Disney plus
s1412,Movie,Película,Winter Storage,Jack Hannah,,United States,Estados Unidos,1949,TV-G,7 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Donald and Chip and Dale face off over acorns. See details for advisory.,"Donald, Chip y Dale se enfrentan por bellotas. Ver detalles para asesoramiento.",Disney plus
s1413,TV Show,Programa de televisión,Wizards of Waverly Place,,"Selena Gomez, David Henrie, Jake Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,Estados Unidos,2007,TV-G,4 Seasons,"Comedy, Coming of Age, Fantasy","Comedia, Mayoría de edad, Fantasía","Alex, Justin, and Max Russo are not your ordinary teenagers – they’re secretly wizards in training!","Alex, Justin y Max Russo no son adolescentes comunes y corrientes: ¡están secretamente magos en entrenamiento!",Disney plus
s1414,Movie,Película,Wizards of Waverly Place: The Movie,Lev L. Spiro,"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,Estados Unidos,2009,TV-G,94 min,"Action-Adventure, Comedy, Coming of Age","Acción y aventuras, Comedia, Mayoría de edad",A vacation turns into a spell-soaked adventure for the family of wizards.,Unas vacaciones se convierten en una aventura llena de hechizos para la familia de magos.,Disney plus
s1415,TV Show,Programa de televisión,Wolverine and The X-Men,,"Steve Blum, Chris Edgerly, Jennifer Hale, Michael Ironside, Danielle Judovits, AJ Buckley",United States,Estados Unidos,2008,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil",Wolverine and the X-Men must join together to prevent a catastrophic future.,Wolverine y los X-Men deben unirse para evitar un futuro catastrófico.,Disney plus
s1416,Movie,Película,World's Greatest Dogs,,Mike Secher,United States,Estados Unidos,2015,TV-PG,44 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia","From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners.","Desde acrobacias hasta acrobacias locas, este especial celebra perros increíbles y sus dueños.",Disney plus
s1417,Movie,Película,Wreck-It Ralph,Rich Moore,"John Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling",United States,Estados Unidos,2012,PG,103 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Ralph sets out to prove that he is a true hero in his arcade.,Ralph se propone demostrar que es un verdadero héroe en su arcade.,Disney plus
s1418,TV Show,Programa de televisión,X-Men: Evolution,,"Noel Fisher, Vincent Gale, Christopher Judge, David Kaye, Scott McNeil, Meghan Black",United States,Estados Unidos,2000,TV-Y7,4 Seasons,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil",X-Men: Evolution features the team as teenagers as they fight for a world that fears and hates them.,X-Men: Evolution presenta al equipo como adolescentes mientras luchan por un mundo que los teme y odia.,Disney plus
s1419,Movie,Película,Ye Olden Days,Bert Gillett,,United States,Estados Unidos,1933,TV-Y7,9 min,"Animation, Comedy, Family","Animación, Comedia, Familia","Minnie is locked away for not marrying a prince, but Mickey saves her. See details for advisory.","Minnie está encerrada por no casarse con un príncipe, pero Mickey la salva. Ver detalles para asesoramiento.",Disney plus
s1420,Movie,Película,Yellowstone Cubs,Charles Draper,Rex Allen,United States,Estados Unidos,1963,TV-PG,48 min,"Animals & Nature, Comedy, Family","Animales y naturaleza, Comedia, Familia",Two bear cubs take a mischievous tour of Yellowstone National Park. See details for advisory.,Dos oseznos realizan un travieso recorrido por el Parque Nacional de Yellowstone. Ver detalles para asesoramiento.,Disney plus
s1421,Movie,Película,You Lucky Dog,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",United States,Estados Unidos,1998,TV-G,88 min,"Comedy, Fantasy","Comedia, Fantasía",Jack Morgan discovers a psychic connection between himself and a dog.,Jack Morgan descubre una conexión psíquica entre él y un perro.,Disney plus
s1422,Movie,Película,You Wish!,Paul Hoen,"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid","New Zealand, United States","Nueva Zelanda, Estados Unidos",2003,TV-G,88 min,"Coming of Age, Drama, Fantasy","Mayoría de edad, Drama, Fantasía",Alex uses a magical coin to wish he didn't have a younger brother.,Alex usa una moneda mágica para desear no tener un hermano menor.,Disney plus
s1423,Movie,Película,Your Friend the Rat,Jim Capobianco,"Patton Oswalt, Peter Sohn, Lou Romano, Tony Russell, Sigmund Vik, Jim Capobianco",United States,Estados Unidos,2007,TV-G,13 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Remy explains why humans and rats should get along.,Remy explica por qué los humanos y las ratas deberían llevarse bien.,Disney plus
s1424,Movie,Película,Z-O-M-B-I-E-S,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Kingston Foster",United States,Estados Unidos,2018,TV-G,97 min,"Coming of Age, Musical, Science Fiction","Mayoría de edad, Musical, Ciencia ficción",A traditional high school must accept students from Zombietown.,Una escuela secundaria tradicional debe aceptar estudiantes de Zombietown.,Disney plus
s1425,Movie,Película,Zapped,Peter DeLuise,"Zendaya , Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough","Canada, United States","Canadá, Estados Unidos",2014,TV-G,95 min,"Comedy, Coming of Age, Science Fiction","Comedia, Mayoría de edad, Ciencia ficción",Zoey discovers a magical app that can control the boys in her life.,Zoey descubre una aplicación mágica que puede controlar a los chicos de su vida.,Disney plus
s1426,Movie,Película,Zenon: Girl of the 21st Century,Kenneth Johnson,"Kirsten Storms, Raven-Symoné , Stuart Pankin, Holly Fulger, Frederick Coffin, Bob Bancroft",United States,Estados Unidos,1999,TV-G,97 min,"Comedy, Coming of Age, Science Fiction","Comedia, Mayoría de edad, Ciencia ficción",Zenon must thwart a villain's plot after she's grounded and sent to Earth.,Zenon debe frustrar el complot de un villano después de que la castiguen y la envíen a la Tierra.,Disney plus
s1427,Movie,Película,Zenon: The Zequel,Manny Coto,"Kirsten Storms, Lauren Maltby, Phillip Rhys, Holly Fulger, Stuart Pankin, Robert Curtis Brown","United States, New Zealand","Estados Unidos, Nueva Zelanda",2001,TV-G,89 min,"Comedy, Science Fiction","Comedia, Ciencia ficción",Zenon sneaks down to Earth to try to save her space station.,Zenon baja sigilosamente a la Tierra para intentar salvar su estación espacial.,Disney plus
s1428,Movie,Película,Zenon: Z3,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",United States,Estados Unidos,2004,TV-G,81 min,"Comedy, Coming of Age, Science Fiction","Comedia, Mayoría de edad, Ciencia ficción",It's up to Zenon and her friends when moon goddess Selena threatens Earth.,Depende de Zenon y sus amigos cuando la diosa de la luna Selena amenaza la Tierra.,Disney plus
s1429,Movie,Película,Zootopia,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",United States,Estados Unidos,2016,PG,109 min,"Animation, Comedy, Family","Animación, Comedia, Familia",A rookie-cop rabbit and wily fox team up to crack a case.,Un conejo policía novato y un astuto zorro se unen para resolver un caso.,Disney plus
s1430,Movie,Película,Bedknobs and Broomsticks,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth",United States,Estados Unidos,1971,G,118 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",Three children and an amateur witch team up to save England from invasion.,Tres niños y una bruja aficionada se unen para salvar a Inglaterra de la invasión.,Disney plus
s1431,Movie,Película,Blackbeard's Ghost,Robert Stevenson,"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Joby Baker, Elliott Reid",United States,Estados Unidos,1968,G,107 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",A track coach inherits the mischievous ghost of famed pirate Blackbeard.,Un entrenador de atletismo hereda el travieso fantasma del famoso pirata Barbanegra.,Disney plus
s1432,Movie,Película,Brave Little Tailor,Bill Roberts,"Walt Disney, Marcelite Garner, Eddie Holden",United States,Estados Unidos,1938,TV-PG,9 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia","Mickey Mouse, a tailor, is appointed by the king to kill the giant.","Mickey Mouse, un sastre, es designado por el rey para matar al gigante.",Disney plus
s1433,Movie,Película,Justin Morgan had a Horse,Hollingsworth Morse,"Don Murray, Lana Wood, R.G. Armstrong, Gary Crosby, John Smith, E.W. Firestone",United States,Estados Unidos,1972,TV-G,88 min,"Animals & Nature, Biographical, Drama","Animales y naturaleza, Biográfico, Drama",The story of the foundation sire of the Morgan Horse Breed.,La historia del padre fundador de la raza de caballos Morgan.,Disney plus
s1434,Movie,Película,Lady and the Tramp II: Scamp's Adventure,Darrell Rooney,"Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson, Bill Fagerbakke","United States, Australia","Estados Unidos, Australia",2001,G,73 min,"Action-Adventure, Animation, Coming of Age","Acción y aventuras, Animación, Mayoría de edad","Itching for freedom, Lady's pup Scamp joins up with the Junkyard Dogs.","Con ganas de libertad, Scamp, el cachorro de Lady, se une a los Junkyard Dogs.",Disney plus
s1435,TV Show,Programa de televisión,Smart Guy,,"Tahj Mowry, John Jones, Jason Weaver, Essence Atkins",United States,Estados Unidos,1996,TV-G,3 Seasons,"Comedy, Coming of Age, Kids","Comedia, Mayoría de edad, Infantil",A genius tries to fit in as a high school sophomore.,Un genio intenta encajar como estudiante de segundo año de secundaria.,Disney plus
s1436,Movie,Película,The Cat from Outer Space,Norman Tokar,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson, Jesse White",United States,Estados Unidos,1978,G,104 min,"Comedy, Family, Science Fiction","Comedia, Familia, Ciencia ficción",A physicist tries to help an alien cat after it crash-lands on Earth.,Un físico intenta ayudar a un gato alienígena después de que se estrella en la Tierra.,Disney plus
