show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s2954,programa de televisión,TV Show,One Piece,Una pieza,Japón,Japan,1999,TV-14,11 estaciones,11 Seasons,"Aventura, Anime, Internacional","Adventure, Anime, International","Monkey D. Luffy refuses to let anyone or anything stand in the way of his quest to become king of all pirates. With a course charted for the treacherous waters of the Grand Line, this is one captain who’ll never drop anchor until he’s claimed the greatest treasure on Earth – the Legendary One Piece!","Monkey D. Luffy se niega a permitir que nada ni nadie se interponga en su camino para convertirse en el rey de todos los piratas. Con un rumbo trazado hacia las traicioneras aguas de Grand Line, este es un capitán que nunca echará anclas hasta que haya reclamado el tesoro más grande de la Tierra: ¡el legendario One Piece!",Hulu
s2955,programa de televisión,TV Show,The Secret of Crickley Hall,El secreto de Crickley Hall,Reino Unido,United Kingdom,2012,TV-14,1 temporada,1 Season,"Drama, Terror, Internacional","Drama, Horror, International","A year after their little boy goes missing, Gabe and Eve and their two daughters move to Crickley Hall to try and escape the past. Strange things start to happen and Eve hears the voice of her missing son as time shifts between present day and 1943.","Un año después de la desaparición de su pequeño, Gabe, Eve y sus dos hijas se mudan a Crickley Hall para intentar escapar del pasado. Cosas extrañas comienzan a suceder y Eve escucha la voz de su hijo desaparecido mientras el tiempo pasa entre el presente y 1943.",Hulu
s2956,Película,Movie,Getting On,Continuando,Reino Unido,United Kingdom,2009,3 Seasons,#VALUE!,,"Comedia, Internacional, Sitcom","Comedy, International, Sitcom","Care for the elderly is the least glamorous area of the medical service. But in this comedy of characters, they are doing the best they can in a place where difficult choices are the order of the day.","El cuidado de las personas mayores es el área menos glamorosa del servicio médico. Pero en esta comedia de personajes, hacen lo mejor que pueden en un lugar donde las decisiones difíciles están a la orden del día.",Hulu
s2957,programa de televisión,TV Show,Garfunkel And Oates,Garfunkel y Oates,#VALUE!,,2012,TV-MA,1 temporada,1 Season,"Comedia, Música","Comedy, Music",Enjoy the edgy escapades of a musical comedy duo in this comedy series.,Disfruta de las atrevidas aventuras de un dúo de comedia musical en esta serie de comedia.,Hulu
s2958,programa de televisión,TV Show,Sense and Sensibility (2008),Sentido y sensibilidad (2008),Reino Unido,United Kingdom,2008,TV-PG,1 temporada,1 Season,"Drama, Internacional","Drama, International","Marianne Dashwood falls in love with the charming but unsuitable John Willoughby, ignoring her sister Elinor's warnings. Will the sisters learn that sense must mix with sensibility if they are to find happiness?","Marianne Dashwood se enamora del encantador pero inadecuado John Willoughby, ignorando las advertencias de su hermana Elinor. ¿Aprenderán las hermanas que el sentido debe mezclarse con la sensibilidad si quieren encontrar la felicidad?",Hulu
s2959,Película,Movie,(Sub) Ninja Scroll,(Sub) Pergamino Ninja,Japón,Japan,1993,93 min,#VALUE!,,"Acción, Animación para adultos, Aventura","Action, Adult Animation, Adventure","When Jubei saves a young ninja woman from the unthinkable, he assumes that’s the end of it. To his surprise, it’s only just the beginning.","Cuando Jubei salva a una joven ninja de lo impensable, asume que ese es el final. Para su sorpresa, esto es sólo el comienzo.",Hulu
s2960,Película,Movie,Packed to the Rafters,Lleno hasta los topes,Australia,Australia,2008,6 Seasons,#VALUE!,,"Comedia, Drama, Internacional","Comedy, Drama, International","Packed to the Rafters is an Australian family-oriented television series.It centres around Dave and Julie Rafter and their three children Rachel, Ben and Nathan","Packed to the Rafters es una serie de televisión australiana orientada a la familia. Se centra en Dave y Julie Rafter y sus tres hijos Rachel, Ben y Nathan.",Hulu
s2961,programa de televisión,TV Show,Daniel Deronda,Daniel Deronda,"Reino Unido, Estados Unidos","United Kingdom, United States",2002,TV-PG,1 temporada,1 Season,"Drama, Historia, Internacional","Drama, History, International","Andrew Davies' adaptation of George Eliot's last, most ambitious novel, charts a love story set in Victorian high society. Torn between two women, Daniel embarks on a quest to discover his true identity. Fate however, leads to a surprising twist.","La adaptación de Andrew Davies de la última y más ambiciosa novela de George Eliot narra una historia de amor ambientada en la alta sociedad victoriana. Dividido entre dos mujeres, Daniel se embarca en una búsqueda para descubrir su verdadera identidad. El destino, sin embargo, lleva a un giro sorprendente.",Hulu
s2962,programa de televisión,TV Show,Oliver Twist (2007),Oliver Twist (2007),"Reino Unido, Estados Unidos","United Kingdom, United States",2007,TV-14,1 temporada,1 Season,"Aventura, Drama, Internacional","Adventure, Drama, International",This gripping and emotionally powerful adaptation from one of British television's most exciting new writers breathes new life into the popular Dickens story.,Esta adaptación apasionante y emocionalmente poderosa de uno de los escritores más apasionantes de la televisión británica da nueva vida a la popular historia de Dickens.,Hulu
s2963,programa de televisión,TV Show,Paradox,Paradoja,Reino Unido,United Kingdom,2009,TV-14,1 temporada,1 Season,"Acción, Aventura, Drama","Action, Adventure, Drama",Detective Inspector Rebecca Flint meets space scientist Dr Christian King when a series of images are transmitted from space into his laboratory. The team races against time to put together the clues and try to prevent almost certain tragedy.,La inspectora detective Rebecca Flint se encuentra con el científico espacial Dr. Christian King cuando se transmite una serie de imágenes desde el espacio a su laboratorio. El equipo corre contra el tiempo para reunir las pistas e intentar evitar una tragedia casi segura.,Hulu
s2964,programa de televisión,TV Show,Dragon Ball,bola de dragón,Japón,Japan,2001,TV-14,5 estaciones,5 Seasons,"Acción, Aventura, Anime","Action, Adventure, Anime","Goku's a strange, bushy-tailed boy who spends his days hunting and eating - until he meets Bulma, a bossy beauty with boys on the brain. Together, they set out to find the seven magic Dragon Balls and make the wish that will change their lives forever.","Goku es un chico extraño de cola poblada que pasa sus días cazando y comiendo, hasta que conoce a Bulma, una belleza mandona con cerebro de chicos. Juntos, se propusieron encontrar las siete Dragon Balls mágicas y pedir el deseo que cambiará sus vidas para siempre.",Hulu
s2965,programa de televisión,TV Show,Saiyuki,sayuki,Japón,Japan,2000,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","Once, demons and man lived together in harmony. But when a band of rogue demonic forces sought to resurrect a diabolical monster, dark spiritual energy began to cover the land - and the demons decided mankind was no longer friend, but food. Now, it's up to a renegade priest, a monkey king, a lecherous water sprite, and a sympathetic demon to stop the resurrection and return harmony to the dangerous land.","Una vez, los demonios y el hombre vivían juntos en armonía. Pero cuando un grupo de fuerzas demoníacas rebeldes intentó resucitar a un monstruo diabólico, una energía espiritual oscura comenzó a cubrir la tierra y los demonios decidieron que la humanidad ya no era un amigo, sino un alimento. Ahora, depende de un sacerdote renegado, un rey mono, un duende del agua lascivo y un demonio comprensivo detener la resurrección y devolver la armonía a esta tierra peligrosa.",Hulu
s2966,programa de televisión,TV Show,Ergo Proxy,Ergoproxy,Japón,Japan,2006,TV-MA,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","The domed city of Romdo is supposed to be perfect, but Re-l Mayer, a young female inspector from the Civilian Intelligence Office, knows better. In this place where humans and robots coexist, she receives a strange message - something is awakening.","Se supone que la ciudad abovedada de Romdo es perfecta, pero Re-l Mayer, una joven inspectora de la Oficina de Inteligencia Civil, lo sabe mejor. En este lugar donde conviven humanos y robots, recibe un extraño mensaje: algo está despertando.",Hulu
s2967,programa de televisión,TV Show,Mother Up,madre arriba,Canadá,Canada,2013,TV-14,1 temporada,1 Season,"Animación para adultos, Comedia, Comedia de situación","Adult Animation, Comedy, Sitcom","Mother Up! is an animated series chronicling the misguided attempts at parenthood of Rudi Wilson (Longoria), a disgraced former music exec, as she transitions from the towers of Manhattan to the carpool line of suburbia, where she finds herself alone and hopelessly under-equipped to manage her two kids and new life.","¡Madre arriba! es una serie animada que narra los intentos equivocados de ser padre de Rudi Wilson (Longoria), un ex ejecutivo musical caído en desgracia, mientras hace la transición de las torres de Manhattan a la línea de viajes compartidos de los suburbios, donde se encuentra sola y desesperadamente mal equipada para manejar a sus dos hijos y su nueva vida.",Hulu
s2968,programa de televisión,TV Show,Misfits,Inadaptados,Reino Unido,United Kingdom,2009,TV-MA,5 estaciones,5 Seasons,"Comedia, Drama, Internacional","Comedy, Drama, International","Meet Kelly, Nathan, Curtis, Alisha and Simon, five unruly teenagers forced to do community service as payback for their crimes. When a freak electrical storm hits their town, strange things begin to happen to them and they soon realize they've turned into superheroes. Each of them possess a power they didn't choose or want, a power which reveals each of their deepest, darkest insecurities. But while they just want to finish their community service and get through the challenges of everyday teenage life, fate has another task in store for them - they must save their town from the evil that has descended upon it. If you think life's tough for your average superhero, it's even tougher when you have a curfew...","Conozca a Kelly, Nathan, Curtis, Alisha y Simon, cinco adolescentes rebeldes obligados a realizar servicios comunitarios como venganza por sus crímenes. Cuando una extraña tormenta eléctrica azota su ciudad, empiezan a sucederles cosas extrañas y pronto se dan cuenta de que se han convertido en superhéroes. Cada uno de ellos posee un poder que no eligieron ni quisieron, un poder que revela cada una de sus inseguridades más profundas y oscuras. Pero aunque sólo quieren terminar su servicio comunitario y superar los desafíos de la vida adolescente cotidiana, el destino les tiene reservada otra tarea: deben salvar su ciudad del mal que ha descendido sobre ella. Si crees que la vida es dura para el superhéroe promedio, es aún más difícil cuando tienes un toque de queda...",Hulu
